,coh_y_closed_score,coh_y_open_score,coh_trailB_closed_score,coh_trailB_open_score,coh_trailA_closed_score,coh_trailA_open_score,coh_ACE_closed_score,coh_ACE_open_score,coh_MMSE_closed_score,coh_MMSE_open_score
R-Squared Score,-0.44768656084024916,-0.6068233551622251,-0.31933512198002845,-0.2838481510478432,-0.5432063155342766,-0.9162402543042683,-0.4162779444714306,-0.7579209701293581,-0.5119268613752626,-0.4692840451674354
